Platform,Topic,Searched Text,Title,Location,URL,Hashtags,Content Type,Publisher,Publication Date,Summary,Perceived Bias,Views,Likes,Duration,Subscribers
Youtube,Abortion Laws,Recommended,Harris and Trump spar over abortion rights,United States,https://www.youtube.com/watch?v=wuNWdW0UXWI, #CNN #news,Video,CNN,9/10/24,"In the second 2024 presidential debate, hosted by ABC News, Vice President Kamala Harris and former President Donald Trump discussed their differing approaches to abortion rights. #CNN #news  Want to stay up to date on the day’s top stories? Sign up for CNN’s 5 Things newsletter, and we’ll give you the 5 biggest stories you need to know, videos people are watching, and more! Sign up here: https://www. cnn. com/newsletters/5-thi. . . Transcript",Neutral,103735,1000,607,17600000
Youtube,Abortion Laws,Recommended,Is Abortion Murder? | Middle Ground,United States,https://www.youtube.com/watch?v=wrQYHeodRio,,Video,"Jubilee",11/28/21,"BLACK FRIDAY SALE! Up to 40% off! Ends Monday 11/29 http://shop. jubileemedia. com Follow us on INSTAGRAM: 👉  / jubileemedia   👈 Now you can watch our videos in Spanish! https://bit. ly/Suscribirse_Jubilee_ES SUBSCRIBE for more! http://bit. ly/SUBSCRIBEjubilee  Be in a Jubilee video: http://bit. ly/JubileeCasting Everyone in this video was tested for COVID-19. We will continue to adhere to local guidelines and safety precautions for the health and safety of our cast and crew. 👉 We started a second channel! Behind the scenes, director commentaries, reaction videos, and more! Check it out & subscribe to Twobilee:    / @twobilee   Are you a loyal Jubilee fan? Join our Facebook group:   / 407942859721012   Support Jubilee: http://www. jubileemedia. com/support Have an idea or a personal story you'd like to share? Submit here: https://airtable. com/shrFDrsc4DzgBV3lV | ABOUT | We believe in the power of empathy for human good. Ultimately, we aim to inspire people to EMBRACE EMPATHY. | SOCIAL | Jubilee Facebook:   / jubileemedia   Jubilee Instagram:   / jubileemedia   Jubilee Twitter:   / jubileemedia   Jubilee Website: https://www. jubileemedia. com FEATURING Sebastian - @SebastianKingNC Christine - @christineyeargin Little Dove - @littledovedoll 0:00 Intro 0:41 Nobody likes abortions 2:38 Cast spotlight: Rockie 3:04 Cast spotlight: Abby 3:26 Biological fathers should have an equal say in abortions 5:43 Cast spotlight: Asher 6:15 I have had an abortion 7:47 Cast spotlight: Meelah 8:14 Cast spotlight: Christine 8:47 I have had an abortion (cont. ) 11:09 Cast spotlight: Ayala 11:40 Abortion is murder 15:14 Cast spotlight: Sebastian 15:41 Abortion should be accessible to rape and incest survivors 19:00 Cast spotlight: Little Dove 19:26 America offers resources to help you raise a child 22:28 Abortions will continue to happen regardless of the law 24:45 Final thoughts For brands interested in partnering with Jubilee, email us: hello@jubileemedia. com",Neutral,3905253,97000,1578,9740000
Youtube,Abortion Laws,Recommended,Kristan Hawkins VS The Angriest Pro-Choicer EVER,United States,https://www.youtube.com/watch?v=dmJ-jT5VsxQ,,Video,Students for Life of America,1/19/23,"When they freak out, you know you're winning. Watch this poor girl talk herself into hysterics. Subscribe for more content from Kristan Hawkins' College Campus Speaking Tours! Subscribe to Kristan Hawkins:    / kristanbz    Follow Kristan on Instagram:   / kristanmercerhawkins    Follow Kristan on FaceBook:   / hawkinskristan    Follow Kristan on Twitter:   / kristanhawkins    -- Students For Life of America - http://www. studentsforlife. org Facebook -   / studentsforlife   Main YouTube -    / studentsforlife   Main Twitter -   / studentsforlife   Instagram -   / studentsforlife   Students for Life of America (SFLA) is one of the nation's most active pro-life organizations and the largest youth pro-life organization. We are the only national pro-life organization dedicated to training and equipping college, high school, medical, and law school students. Our approach is uniquely effective, and the methods we have developed are a combination of time-tested techniques and cutting-edge technology. Transcript",Against,"1,726,019",33000,420,343000
Youtube,Abortion Laws,Recommended,Pro-Choicer Defeated By Simple Logic - Kristan Hawkins,United States,https://www.youtube.com/watch?v=kafqVjWljWM,,Video,Students for Life of America,4/13/22,"It’s easy to stump a pro-choicer when the truth is on your side. Also, if you advocate for abortion, you should at least know whether the being in the womb is alive or not. 🥱😉 Watch the full Speech and Q+A from UTSA -    • The Future is Anti-Abortion - Kristan. . . -- Donate to Support the Pro-Life Generation - https://studentsforlife. org/fight Students For Life of America - http://www. studentsforlife. org Facebook -   / studentsforlife   Twitter -   / studentsforlife   Instagram -   / studentsforlife   Students for Life of America (SFLA) is one of the nation's most active pro-life organizations and the largest youth pro-life organization. We are the only national pro-life organization dedicated to training and equipping college, high school, medical, and law school students. Our approach is uniquely effective, and the methods we have developed are a combination of time-tested techniques and cutting-edge technology.",Against,"3,157,012",128000,202,343000
Youtube,Abortion Laws,Recommended,Hawkins responds to pro-choice student saying baby born after failed abortion is 'not a baby',United States,https://www.youtube.com/watch?v=JbP_XITw4fU,,Video,Fox News,4/12/19,Students for Life of America president reacts to pro-abortion student prioritizing care for children of illegal immigrants over babies in the U.S. who survive abortion.,Against,682281,20000,219,13100000
Youtube,Abortion Laws,Recommended,ABC News Exclusive: 'Baby Roe' breaks her silence,United States,https://www.youtube.com/watch?v=CwpbZqSdzb4,,Video,ABC News,10/4/21,"ABC News' Linsey Davis sits down with the woman at the center of the landmark 'Roe vs. Wade' abortion case, Shelley Thornton, also known as 'Baby Roe.'",Neutral,1459370,21000,795,18300000
Youtube,Abortion Laws,Recommended,This Single Abortion Clinic Serves Most Of The South,United States,https://www.youtube.com/watch?v=AT3bnGCuGiU,,Video,More Perfect Union,1/5/24,Abortion clinics are some of the most difficult and dangerous small businesses to run in America. The problem goes beyond Roe v. Wade being overturned. Abortion providers have been closing for decades. We looked into the hidden costs of running a clinic and how we can build more now. ----- More Perfect Union is a nonprofit media organizaton with a mission to build power for working people. Learn more here: http://perfectunion. us/ Follow us on Twitter:   / moreperfectus   Instagram:   / perfectunion   Facebook:   / moreperfunion   Tiktok:   / moreperfectunion,In-favor,30842,2400,746,1440000
Youtube,Abortion Laws,Recommended,Roe v. Wade: A Legal History,United States,https://www.youtube.com/watch?v=cRAlc0NrlNQ,#scotus #abortion #roevwade #FedSocFilms,Video,The Federalist Society,1/22/21,"As one of the most consequential decisions in the history of the Supreme Court, Roe v. Wade articulated the right to abortion as a fundamental right. Though it is not explicitly mentioned in the Constitution, the concept of a fundamental right to privacy played a key role in the arguments. Where did this landmark case originate, why was the opinion framed the way it was, and how did the Supreme Court advance from the right to privacy to the right to abortion? In this documentary, six law professors discuss how and why Roe v. Wade made it to the Supreme Court, the legal foundations for the case, and its impact on the American legal system. 00:00 - Opening 01:22 - Title Card 01:26 - Part One: To the Court 06:31 - Part Two: The Right to Privacy 13:08 - Part Three: The Decision 20:35 - End Credits #law #scotus #roevwade #constitution #supremecourt #abortion  * * * *  As always, the Federalist Society takes no position on particular legal or public policy issues; all expressions of opinion are those of the speaker. * * * *  Featuring: Prof. Helen M. Alvare, Antonin Scalia Law School at George Mason University https://www. law. gmu. edu/faculty/direc. . . Prof. David E. Bernstein, Antonin Scalia Law School at George Mason University https://www. law. gmu. edu/faculty/direc. . . Prof. Robert P. George, Princeton University https://lapa. princeton. edu/people/rob. . . Linda Greenhouse, Yale Law School https://law. yale. edu/linda-greenhouse Prof. Kimberly Mutcherson, Rutgers Law School https://law. rutgers. edu/directory/vie. . . Prof. Teresa Stanton Collett, University of St. Thomas School of Law https://www. stthomas. edu/law/facultys. . . * * * *  Related Links & Differing Views: Watch Roe v. Wade: The Power of a Law Review:   • Roe v. Wade: The Power of a Law Review   Watch Roe v. Wade: Abortion in New York:   • Roe v. Wade: Abortion in New York   Constitution Daily: “On this day, the Roe v. Wade Decision” https://constitutioncenter. org/blog/l. . . C-SPAN: “Landmark Cases: Roe v. Wade” http://landmarkcases. c-span. org/Case/. . . Harvard Law Review: “Roe v. Wade: Past, Present, and Future: https://harvardlpr. com/2018/03/19/roe. . . UC Davis Law Review: “The So-Called Right to Privacy” https://lawreview. law. ucdavis. edu/iss. . . Yale Law Journal: “The Wages of Crying Wolf: A Comment on Roe v. Wade” https://digitalcommons. law. yale. edu/c. . . Michigan Law Review: “Rewriting Roe v. Wade” https://repository. law. umich. edu/cgi/. . . Arcane Knowledge: “Legal Issues of Roe v. Wade” http://www. arcaneknowledge. org/histpo. . . #FedSocFilms",Neutral,402101,4500,1272,101000
Youtube,Abortion Laws,Recommended,The True Story Behind Roe v. Wade,United States,https://www.youtube.com/watch?v=yIiTGFdT4IM,,Video,Live Action,1/22/20,"Who was Jane Roe of Roe v. Wade? Who was Mary Doe of Doe v. Bolton? What was the Supreme Court thinking when it handed down the Roe v. Wade decision? The true history of Roe v. Wade is a story every American should know. Sources: ""Dispelling the Myths of Abortion History"" by Joseph Dellapenna ""Reversing Roe: The Norma McCorvey Story"" Roe V. Roe: The Woman Behind the Famous Abortion Case: Newsweek, 1985 ""The Bad Decision that Started it All"" Robert P. George and David L. Tubbs",Against,447792,22000,587,524000
Youtube,AI in Hiring Decisions,AI in Hiring Decisions,Generative AI & Recruitment: How AI Will Transform Hiring,United States,https://www.youtube.com/watch?v=tcp3PFEeeDA,,Video,"Appcast, Inc.",6/23/23,"AI will become an important aspect of recruiting. In order to succeed, recruiters should invest in training to understand how to leverage this technology. Chris Forman, Founder of Appcast and one of the recruiting industry's leading thinkers on innovation, takes a fun, fast, and practical look at how generative AI will be changing recruitment over the coming months and years. Watch the full webinar: https://info. appcast. io/on-demand-web. . .",In-favor,10638,130,1555,513
Youtube,AI in Hiring Decisions,Recommended,How Generative AI is Transforming Recruitment Marketing – Webinar,United States,https://www.youtube.com/watch?v=pnIdHZiZhII,#AI #AIforRecruitment #recruitment #recruitmentmarketing #talentacquisition #recruitmenttips #boostpoint,Video,Boostpoint,10/25/23,"#AI #recruitment #talentacquisition In today’s Live Webinar, our CEO and Co-Founder Sam Beiler discussed the generative AI strategies that can supercharge your recruitment marketing and get you ahead of the competition. If you missed it, make sure to watch the recording! Try Boostpoint Create. AI free: https://boostpointcreate. ai/ #AI #AIforRecruitment #recruitment #recruitmentmarketing #talentacquisition #recruitmenttips #boostpoint",In-favor,375,1,1834,229
Youtube,AI in Hiring Decisions,Recommended,How Generative AI in Recruitment is Shaping the Future of HR,United States,https://www.youtube.com/watch?v=fVmTJlcMIZ4,#GenerativeAI #AI #FutureofRecruitment ,Video,Harbinger Group,5/26/23,"#GenerativeAI #AI #FutureofRecruitment The hiring process may take a lot of effort and time. However, the right use of technologies such as Generative AI in recruitment can accelerate the process and bring about significant improvements. In general, the potential of Generative AI in recruitment is all set to play a big role in transforming the hiring landscape. In the opinion of Microsoft CEO Satya Nadella, Generative AI will steer the corporate world to a new golden era and help bring people closer. Generative AI in recruitment can change the game by automating mundane tasks, creating bias-free job descriptions, facilitating personalized candidate matching, and deploying virtual hiring assistants. It can be a go-to option to identify the best candidates faster and more accurately than ever. According to a LinkedIn survey, 68% of employers say that they are cautiously optimistic about the impact of Generative AI in recruitment. The report also suggests that 67% of hiring pros expect the integration of Generative AI in recruitment to make sourcing candidates faster and easier. While Generative AI in recruitment is still in its early stages, these promising statistics indicate its potential to revolutionize the HR landscape. To explore more about how Generative AI in recruitment can be a transformative tool for organizations, watch our Power Hour “Role of Generative AI in the Future of Recruitment. ” How Generative AI in Recruitment is Shaping the Future of HR : Key Takeaways • Correlation between Generative AI and the recruitment process • How to use Generative AI to streamline recruitment workflows • How to automate mundane recruitment tasks • How to use Generative AI in recruitment  to provide personalized feedback • What the future of Generative AI holds for recruiters #RoleofGenerativeAI #FutureofRecruitment #HRTech #AI #AIintegration #GenerativeAI #generativeAIinRecruitment ▬ Contents of this video ▬  00:00 – Introduction and Agenda 5:29 – Introduction of Panelists 9:01 – Recruitment Ecosystem 13:39 – How Generative AI Improves Recruitment 22:37 – Generative AI in Recruitment: Examples 31:27 – Mundane Recruitment Tasks to Automate 39:09 – Generative AI in Recruitment: Best Practices 47:42 – Generative AI Challenges in Recruitment 54:46 – Generative AI in Recruitment: Future Trends 59:24 – About Harbinger Group 1:01:05 – Questions and Answers 1:07:17 – Thank You Get in touch with Harbinger Group: https://bit. ly/3qemUtl Visit Website: https://www. harbingergroup. com/ Our other Social Media Links: Twitter:   / harbinger_grp   LinkedIn:   / harbinger-group   Facebook:   / harbingersys   Instagram:   / harbinger_grp",In-favor,1590,13,4085,471
Youtube,AI in Hiring Decisions,Recommended,Webinar - How Generative AI Is Transforming Teaching In Higher Education,United States,https://www.youtube.com/watch?v=kigm_lyJaD0,,Video,Harbinger Group,9/15/23,"Generative AI is everywhere. It has taken the world by storm. Characterized by its potential to generate human-like content based on deep learning models, this high-end technology can revolutionize education like never before. Hot new tools like ChatGPT sound obvious when we say they are built for writers, coders, and designers. But teaching is one phenomenon that is expected to be human-led. However, this shouldn’t hinder you from leveraging the potential of Generative AI to enhance teaching practices. According to the April 2023 EDUCAUSE QuickPoll results, 83% of higher education stakeholders agreed that Generative AI will profoundly change higher education in the next 3-5 years. According to a survey by the Walton Family Foundation, 51% of teachers use ChatGPT for school. Furthermore, 64% of teachers plan to implement ChatGPT more often – for lesson planning, creating new ideas, or using it as part of curriculum. The applications of Generative AI in the world of education are endless. Generative AI in teaching can work in various ways to improve instructional as well as learning outcomes and save the valuable time of faculties. Generative AI can automate and accelerate administrative tasks, grading, feedback, and student performance analysis. This helps faculties optimize teaching methods while allowing them more time for student interaction and strategic tasks. The right use of Generative AI enables educators to develop interactive learning experiences to create better teaching outcomes and support student growth. Generative AI in education solutions work around elements such as knowledge discovery, learning reinforcement, assessments, virtual teaching assistants, personalized learning, and content curation that play a catalyst in transforming pedagogies as well as learning in higher education. Believe it or not, Generative AI is making its way into the classroom and has a lot of hidden potential, which, when used mindfully, can redefine the way we teach. To explore more, join our upcoming Power Hour, “How Generative AI is Transforming Teaching in Higher Education,” on September 13, 2023, at 11 am ET. Hosted by Rahul Singh, Senior Director, EdTech, Harbinger Group, this interactive roundtable discussion will witness expert panelists joining from the education domain. Key Takeaways • Need, opportunities, and challenges of Generative AI in teaching • Use cases and future of Generative AI in education, especially in teaching • How Generative AI helps with personalized learning and learning reinforcement • How to implement Generative AI-based content curation and assessment creation • How to use Generative AI for knowledge discovery and virtual teaching assistance",In-favor,418,1,3906,471
Youtube,AI in Hiring Decisions,Recommended,"The Future of Generative AI: Transforming Education, Work, and Society",United States,https://www.youtube.com/watch?v=c4Nob65sbT8,,Video,Harvard - Office of the VPAL,4/10/23,"Speakers: Rebecca Nesson, Latanya Sweeney, Vijay Janapa Reddi, Dustin Tingley, and Moderated by Bharat Anand Join our panel of esteemed experts for an exploration of the future of generative AI and its implications for education, work, and society. Rebecca Nesson, Latanya Sweeney, Vijay Janapa Reddi, Dustin Tingley, and moderator Bharat Anand will share their expertise on some of the latest technological advancements and explore their implications. They will also examine the ethical considerations of AI and how it can be used for good.",Neutral,4785,0,3673,2550
Youtube,AI in Hiring Decisions,Recommended,Integrating Generative AI Into Business Strategy: Dr. George Westerman,United States,https://www.youtube.com/watch?v=9RvWcXVaAng,,Video,MIT Corporate Relations,2/25/25,"2025 MIT Bangkok Symposium Integrating Generative AI Into Business Strategy Dr. George Westerman Senior Lecturer,  MIT Sloan School of Management Founder, Global Opportunity Forum, MIT Office of Open Learning --- AI moves quickly, but organizations change much more slowly. With new generative AI innovations launching every day, how do you make sense of what to do for your  business?  We’ll engage with recent research on how Generative AI helps (or doesn’t help) different types of business task. We’ll talk about the organizational capabilities you need to thrive with AI.  Finally, we’ll examine how to choose the right AI approach for the problem you’re trying to solve. If you know the right questions to ask, and the answers to expect, you can make better decisions, regardless of how fast technology changes. _________________________________________________________________ Read more about: Dr. George Westerman: https://mitsloan. mit. edu/faculty/dire. . . MIT Sloan School of Management: https://mitsloan. mit. edu/ Global Opportunity Forum: https://gof. mit. edu/ _________________________________________________________________ See more of the 2025 MIT Bangkok Symposium here: https://ilp. mit. edu/Bangkok25 Find us at: https://ilp. mit. edu/about Get in touch: https://ilp. mit. edu/connect Follow us on: …. / mit-industrial-liaison-program",Off-topic,5028,162,3046,10400
Youtube,AI in Hiring Decisions,Recommended,"Artificial Intelligence - Past, Present, Future: Prof. W. Eric Grimson",United States,https://www.youtube.com/watch?v=dyt42j7XJaQ,,Video,MIT Corporate Relations,2/25/25,"2025 MIT Bangkok Symposium Artificial Intelligence - Past, Present, Future Chancellor for Academic Advancement, Prof. W. Eric L. Grimson Bernard M. Gordon Professor of Medical Engineering, MIT Read more about Prof. W Eric Grimson: https://orgchart. mit. edu/leadership/c. . . See more of the 2025 MIT Bangkok Symposium here: https://ilp. mit. edu/Bangkok25 _________________________________________________________________ Find us at: https://ilp. mit. edu/about Get in touch: https://ilp. mit. edu/connect Follow us on: …. / mit-industrial-liaison-program",Off-topic,8206,243,2774,10400
Youtube,AI in Hiring Decisions,Recommended,OpenAI’s Deep Research Team on Why Reinforcement Learning is the Future for AI Agents,United States,https://www.youtube.com/watch?v=bNEvJYzoa8A,,Video,Sequoia Capital,2/25/25,"Training Data OpenAI’s Isa Fulford and Josh Tobin discuss how the company’s newest agent, Deep Research, represents a breakthrough in AI research capabilities by training models end-to-end rather than using hand-coded operational graphs. The product leads explain how high-quality training data and the o3 model’s reasoning abilities enable adaptable research strategies, and why OpenAI thinks Deep Research will capture a meaningful percentage of knowledge work. Key product decisions that build transparency and trust include citations and clarification flows. By compressing hours of work into minutes, Deep Research transforms what’s possible for many business and consumer use cases. Hosted by: Sonya Huang and Lauren Reeder, Sequoia Capital",Off-topic,56520,1400,1965,51600
Youtube,AI in Hiring Decisions,Recommended,AI bosses on what keeps them up at night,United States,https://www.youtube.com/watch?v=4poqjZlM8Lo,,Video,The Economist,2/18/25,"Google DeepMind and Anthropic founders, Demis Hassabis and Dario Amodei, are two of the world's foremost leaders in artificial intelligence. Our editor-in-chief, Zanny Minton Beddoes, sat down with them to discuss AI safety, timelines for artificial general intelligence and whether they fear becoming the Oppenheimers of our time, in a conversation for Visionaries Club. How AI will divide the best from the rest: https://econ. st/3X8yVhv  After DeepSeek, America and the EU are getting AI wrong: https://econ. st/3ELKkgX  Chinese AI is catching up, posing a dilemma for Donald Trump: https://econ. st/4hUcDs0  Sign up to our weekly newsletter: https://econ. st/4eAhtZp  Sign up to our daily newsletter: https://econ. st/4gyhHCm",Off-topic,91553,2200,863,3460000
Youtube,AI in Hiring Decisions,Recommended,How AI Is Unlocking the Secrets of Nature and the Universe | Demis Hassabis | TED,United States,https://www.youtube.com/watch?v=0_M_syPuFos, #TED #AI #TEDTalks #TED #TEDTalks #AI,Video,TED,4/29/24,"#TED #AI #TEDTalks Can AI help us answer life’s biggest questions? In this visionary conversation, Google DeepMind cofounder and CEO Demis Hassabis delves into the history and incredible capabilities of AI with head of TED Chris Anderson. Hassabis explains how AI models like AlphaFold — which accurately predicted the shapes of all 200 million proteins known to science in under a year — have already accelerated scientific discovery in ways that will benefit humanity. Next up? Hassabis says AI has the potential to unlock the greatest mysteries surrounding our minds, bodies and the universe. If you love watching TED Talks like this one, become a TED Member to support our mission of spreading ideas: https://ted. com/membership Follow TED! X:   / tedtalks   Instagram:   / ted   Facebook:   / ted   LinkedIn:   / ted-conferences   TikTok:   / tedtoks   The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to our channel for videos on Technology, Entertainment and Design — plus science, business, global issues, the arts and more. Visit https://TED. com to get our entire library of TED Talks, transcripts, translations, personalized talk recommendations and more. Watch more: go. ted. com/demishassabis   • How AI Is Unlocking the Secrets of Na. . . TED's videos may be used for non-commercial purposes under a Creative Commons License, Attribution–Non Commercial–No Derivatives (or the CC BY – NC – ND 4. 0 International) and in accordance with our TED Talks Usage Policy: https://www. ted. com/about/our-organiz. . . . For more information on using TED for commercial purposes (e. g. employee learning, in a film or online course), please submit a Media Request at https://media-requests. ted. com #TED #TEDTalks #AI",Off-topic,447480,8800,1533,25800000
Youtube,AI in Hiring Decisions,AI in Hiring Decisions,Job Interviews with a Robot: Why A.I. is Not Ready to Take Over the Hiring Process,United States,https://www.youtube.com/watch?v=a3QAgjuI_zY,,Video,TIME,2/20/24,"Hilke Schellmann, author of ""The Algorithm,"" argues that AI-based tools aren't ready for use in the hiring process. Yet, many large American companies already rely upon them. Subscribe to TIME’s YouTube channel ►► http://ti. me/subscribe-time Subscribe to TIME: https://ti. me/3uw3Idb Get the day’s top headlines to your inbox, curated by TIME editors: http://ti. me/the-brief Follow us: Twitter: https://ti. me/3wpYqjZ Facebook: https://ti. me/48opopa Instagram: https://ti. me/3UMXEaF",Against,2511,51,238,1390000
Youtube,AI in Hiring Decisions,Recommended,How AI is Deciding Who Gets Hired,United States,https://www.youtube.com/watch?v=6nGM37ThEsU&t=10s,#AI #FutureOfWork #BloombergQuicktake,Video,"Bloomberg Originals",2/3/22,"#AI #FutureOfWork #BloombergQuicktake The job hunt has changed as artificial intelligence scores resumes, runs interviews and decides who gets access to opportunity. Lawmakers and activists are now pushing back on the threat of computerized bias while others work to outsmart the machine. #FutureOfWork #AI #BloombergQuicktake -------- Like this video? Subscribe: http://www. youtube. com/Bloomberg? sub_. . . Become a Quicktake Member for exclusive perks: http://www. youtube. com/bloomberg/join Subscribe to Quicktake Explained: https://bit. ly/3iERrup  QuickTake Originals is Bloomberg's official premium video channel. We bring you insights and analysis from business, science, and technology experts who are shaping our future. We’re home to Hello World, Giant Leap, Storylines, and the series powering CityLab, Bloomberg Businessweek, Bloomberg Green, and much more. Subscribe for business news, but not as you've known it: exclusive interviews, fascinating profiles, data-driven analysis, and the latest in tech innovation from around the world. Visit our partner channel QuickTake News for breaking global news and insight in an instant.",Against,175361,4300,927,4500000
Youtube,AI in Hiring Decisions,Recommended,Artificial Intelligence: The Robots Are Now Hiring | Moving Upstream,United States,https://www.youtube.com/watch?v=8QEK7B9GUhM,,Video,The Wall Street Journal,9/20/18,"Some Fortune 500 companies are using tools that deploy artificial intelligence to weed out job applicants. But is this practice fair? In this episode of Moving Upstream, WSJ's Jason Bellini investigates. Watch for new episodes of Moving Upstream this fall. To be notified of future episodes and updates on the series, sign up here: https://confirmsubscription. com/h/d/C. . . Don’t miss a WSJ video, subscribe here: http://bit. ly/14Q81Xy More from the Wall Street Journal:  Visit WSJ. com: http://www. wsj. com Visit the WSJ Video Center: https://wsj. com/video On Facebook:   / videos   On Twitter:   / wsj   On Snapchat: https://on. wsj. com/2ratjSM",Against,274207,2800,600,6020000
Youtube,AI in Hiring Decisions,Recommended,Artificial Intelligence in personnel recruitment,United States,https://www.youtube.com/watch?v=eukaZc55pFE,,Video,ADN Opinión,3/31/22,"In “Economic Index”, Darío Celis, Marielena Vega and Rogelio Varela talk with Fernanda Zenizo, director of Intelab, about the use of artificial intelligence for recruitment in the labor market. Is labor inclusion and gender parity at risk when using artificial intelligence for personnel recruitment? What behavioral skills are young people lacking to belong to the labor market? How does artificial intelligence link our private lives with our work lives? What are the limits of artificial intelligence in personnel recruitment? According to Manpower, 3 out of every 4 companies in Mexico claim to have difficulties filling their vacancies.",Neutral,2172,28,843,255000
Youtube,AI in Hiring Decisions,Recommended,How AI Changes The Way We Apply For Jobs | CNBC,United States,https://www.youtube.com/watch?v=JmF-SUiMWV4,,Video,CNBC ,5/24/18,"This software scans your face, analyzes your word choice and monitors your intonation — and then decides whether you’re worth hiring. » Subscribe to CNBC: http://cnb. cx/SubscribeCNBC About CNBC: From 'Wall Street' to 'Main Street' to award winning original documentaries and Reality TV series, CNBC has you covered. Experience special sneak peeks of your favorite shows, exclusive video and more. Connect with CNBC News Online Get the latest news: http://www. cnbc. com/ Find CNBC News on Facebook: http://cnb. cx/LikeCNBC Follow CNBC News on Twitter: http://cnb. cx/FollowCNBC Follow CNBC News on Google+: http://cnb. cx/PlusCNBC Follow CNBC News on Instagram: http://cnb. cx/InstagramCNBC How AI Changes The Way We Apply For Jobs | CNBC",Neutral,51934,383,291,3830000
Youtube,AI in Hiring Decisions,Recommended,How AI is impacting recruitment and hiring | Ep. 89,United States,https://www.youtube.com/watch?v=_SAdtt2bjKc,,Video,TECHtalk,9/27/23,"Generative artificial intelligence is providing large and small impacts within businesses as they look to use tools to find new employees and keep the ones they have. Employees within companies are also using genAI in new ways, causing additional legal issues for many companies. Keith chats with Jay Sabin, an employment attorney from Brach Eichler, about navigating through many of these new legal and company obstacles. Follow TECH(talk) for the latest tech news and discussion! -----------------------------­--- Keith Shaw / keithshawtekguy   SUBSCRIBE: http://www. youtube. com/subscription_c. . . FACEBOOK:   / idgtechtalk   TWITTER:   / idgtechtalk",Neutral,624,10,2287,66700
Youtube,AI in Hiring Decisions,Recommended,Employers Are Doubling Down On Using AI To Hire People In 2025,United States,https://www.youtube.com/watch?v=pKQd5zUDcZQ,,Video,A Life After Layoff,9/17/24,"Employers Are Doubling Down On AI To Hire In 2025.  I went to RecFest in Nashville to get a better understanding of what employers are doing to address hiring in the coming years and one major theme is clear.  Artificial intelligence is the central focus, and it's not going way.  So if you're wanting to get a job in today's market, you need to be aware of the dynamics, and take steps to stay one step ahead. 0:00 - intro 1:05 - employee productivity enhancements 4:25 - the impact on the job seeker 5:24 - is AI actually rejecting your resume? 6:18 - How ATS systems screen your resume 8:05 - AI sourcing of candidates 11:19 - the good news about AI 12:12 - the bad news about AI 13:28 - bias in job search _____________________________________________________________ Learn how to reclaim power and act like the CEO of your career, with in-depth interviewing, resume and LinkedIn advice:  Join my FREE newsletter here:  https://alifeafterlayoff. ck. page/90f4. . . My website: https://www. alifeafterlayoff. com/ Need personalized help with your job search?   https://www. alifeafterlayoff. com/care. . . COURSES: CAREER STRATEGY: Learn how to FINALLY take control of your career with The Ultimate Career Blueprint: https://a-life-after-layoff. teachable. . . INTERVIEW TRAINING:  Have a BIG INTERVIEW coming up and want to be fully prepared?  Check out the 48-hour Interview Crash Course!   https://a-life-after-layoff. teachable. . . FULL JOB SEARCH TRAINING: Learn to navigate and master the entire job search process from application to offer with The Ultimate Job Seeker Bootcamp:   https://a-life-after-layoff. teachable. . . RESUME TRAINING: Learn how to write a professional quality resume! Check out 🚀 Resume Rocketfuel 🚀 https://a-life-after-layoff. teachable. . . LINKEDIN TRAINING: Learn how to skip the recruiter by Unlocking LinkedIn:  https://a-life-after-layoff. teachable. . . _______________________________________________ RESOURCES:  AI Headshots: https://instaheadshots. com/? via=bryan Career Skills: https://skl. sh/MKR484 Teal AI Resume Customization: https://shareasale. com/r. cfm? b=219042. . . AI Job Search Assistant:  https://usemassive. com/? via=bryan _______________________________________________ I've got merch! !   Get your witty work mugs here! https://a-life-after-layoff. creator-s. . . ________________________________________________ Are you struggling with your job search?   Applying for job after job and not getting any interviews?   Perhaps you’ve got a few interviews but always seem to get passed over for the job?   Or maybe you’re not satisfied with your current career and want a change.  Well, you’ve come to the right place. As a corporate recruiter with over 20 years of experience hiring thousands of employees at all levels into major corporations, I’m going to spill the beans on how to get noticed by recruiters, start getting more interviews, navigate through each step of the hiring process, and ultimately land the dream job you deserve. But that’s not all - I firmly believe that to truly experience career success, you need to think bigger.   Multiple streams of income and budgeting are crucial to forming a layoff-free lifestyle and helping you achieve your goals. If these are things you’re struggling with, that’s what I specialize in.   I’ve got a website called A Life After Layoff.   It’s loaded with tips and tricks for getting noticed, interviewed, and hired by your dream company.    Make sure you check it out! I’ve got weekly videos coming at you, so make sure to subscribe.   You won’t want to miss a post.   Join me as we explore these things, all from an insider’s perspective! ____________________________________________________________________ 💥 Sign up for my FREE 5-Day Bootcamp for Job Seekers:  https://alifeafterlayoff. ck. page/7735. . . ______________________________________________________________________ 👉  Join my network! ➤  Facebook Community:     / alifeafterlayoff   ➤  Linkedin Community:     / a-life-after-layoff   ➤  Tik Tok Community:    / alifeafterlayoff   👉 Connect with Me on LinkedIn:    / bryan-creely-a6b26713b   Follow our other channel! / @myracreely   Royalty-Free Music from Bensound",Neutral,23857,957,916,383000
